video_id,category,title,title_length,title_word_count,has_number,has_question,has_exclamation,title_caps_ratio,tag_count,desc_length,publish_hour,publish_day,duration_sec,view_count,like_count,comment_count,view_median,view_std,views_z,viral_label,is_synthetic
oFnwjMzJ9wI,Technology,I Bought This Phone - Indian Budget 5G Phone Market Reality !,61,12,1,0,1,0.1639344262295081,12,1085.0,14,2,751,527610,17922.0,1574.0,271836.5,2047479.7535149525,0.124921137589228,high,False
t5gdb2LYcG0,Technology,motorola G37 Power Hands On & First Look ⚡️ #TrakinShorts #Shorts,65,11,1,0,0,0.1384615384615384,22,755.0,6,1,88,117042,5408.0,135.0,271836.5,2047479.7535149525,-0.0756024569885299,high,False
GPs4c5QW7tg,Technology,Oneplus Nord CE 6 Lite vs realme P4x - Best Phone Under 20000,61,13,1,0,0,0.1475409836065573,12,746.0,10,4,82,169528,4004.0,32.0,271836.5,2047479.7535149525,-0.049968015470905,high,False
8gesLyzSMe8,Technology,Smartphone Sale Is Here! ft. Samsung,36,6,0,0,1,0.1388888888888889,1,697.0,8,3,96,282189,9870.0,153.0,271836.5,2047479.7535149525,0.0050562160540184,high,False
c347oYQO57A,Technology,So This is Peak Smartphone,26,5,0,0,0,0.1538461538461538,5,364.0,17,1,797,4671085,125427.0,6141.0,271836.5,2047479.7535149525,2.148616362358512,viral,False
serM0KWIFko,Technology,OnePlus Nord CE6 5G Review ✨ Best 5G Phone Under 30000,54,11,1,0,0,0.2037037037037037,21,434.0,6,3,29,265364,3155.0,35.0,271836.5,2047479.7535149525,-0.0031612034203945,high,False
3RUjmyN6E2Q,Technology,Realme P4 Lite 5G Quick Review ✨ 5G Phone Under 15000,53,11,1,0,0,0.1698113207547169,17,217.0,6,3,38,217757,3857.0,39.0,271836.5,2047479.7535149525,-0.0264127153917691,high,False
H8ARtNKywFE,Technology,VIVO T5x 5G TOP Features ⚡ Best 5G Phone Under 20000,52,11,1,0,0,0.2692307692307692,23,213.0,7,0,37,227858,3868.0,48.0,271836.5,2047479.7535149525,-0.0214793332752136,high,False
zEOJxcuoGvk,Technology,All New Samsung Budget Phone Is Here Ft. Galaxy M17e⚡️ #TrakinShorts #Shorts,76,12,1,0,0,0.1710526315789473,20,657.0,8,1,87,295216,11994.0,134.0,271836.5,2047479.7535149525,0.0114186721308789,high,False
dJTpTQIdeJ8,Technology,iPhone Audio Upgrade! Fosi Audio MD3 DAC Unboxing,49,8,1,0,1,0.2244897959183673,30,962.0,12,0,136,776,15.0,1.0,271836.5,2047479.7535149525,-0.1323873896846426,low,False
0OIjNC-9aB0,Technology,Vivo T5 Pro vs Moto Edge 70 - Best Smartphone Under 30000 #vivot5pro #motoedge70 #smartphones,93,15,1,0,0,0.086021505376344,0,0.0,15,2,97,106035,2983.0,72.0,271836.5,2047479.7535149525,-0.0809783343231428,high,False
v0CyBRBF3hM,Technology,"realme P4x vs vivo T5x: Which 5G phone one to buy under ₹20,000?",64,13,1,1,0,0.0625,23,1558.0,12,1,85,223998,4518.0,82.0,271836.5,2047479.7535149525,-0.0233645778024786,high,False
BzcpX7QCjCg,Technology,Infinix Note 60 Pro 5G Unboxing 🔥 First Look | Budget Beast? 😳,62,13,1,1,0,0.1451612903225806,0,1152.0,2,1,153,204610,7686.0,47.0,271836.5,2047479.7535149525,-0.0328337801067829,high,False
DArtUQHFC7k,Technology,Best Phone Under 30000 in 2026 ⚡️ Best 5G Mobile Under 30000,60,12,1,0,0,0.1166666666666666,20,1399.0,7,5,91,1014717,24630.0,183.0,271836.5,2047479.7535149525,0.3628267867971251,viral,False
j-uNK4RAxEY,Technology,The CRAZY Camera Phone ! #Shorts,32,6,0,0,1,0.28125,15,503.0,11,0,81,434809,21282.0,1077.0,271836.5,2047479.7535149525,0.0795966356786784,high,False
Xl-vlushpJQ,Technology,Phone Reality Check  #Shorts,28,4,0,0,0,0.1428571428571428,3,49.0,12,2,54,3119975,61485.0,285.0,271836.5,2047479.7535149525,1.3910459896419194,viral,False
tAe_cZ__Fl4,Technology,Crazy motorola Deals Ft. Flipkart SASA LELE 2026 ⚡️#Shorts,58,9,1,0,0,0.2241379310344827,20,591.0,12,1,129,233657,10333.0,142.0,271836.5,2047479.7535149525,-0.0186470708364546,high,False
0PKf2YuKDVI,Technology,Biggest iPhone Sale Ever 🔥| Cheapest iPhone Market | Second Hand Mobile | iPhone 16 Pro iPhone 17,97,18,1,0,0,0.134020618556701,0,4492.0,7,0,1520,3008,80.0,14.0,271836.5,2047479.7535149525,-0.1312972690149909,low,False
5NZ3NnXia3w,Technology,Biggest iPhone Sale Ever 🔥| Cheapest iPhone Market  | Second Hand Mobile  iPhone 17 iphone16 Pro ,97,16,1,0,0,0.1237113402061855,16,4890.0,14,6,1073,3477,61.0,12.0,271836.5,2047479.7535149525,-0.131068206920875,low,False
ws_z7aB9OoQ,Technology,Biggest iPhone Sale Ever 🔥| Cheapest iPhone Market | Second Hand Mobile | iPhone 16 Pro iPhone 17,97,18,1,0,0,0.134020618556701,0,4425.0,8,6,1208,4280,76.0,13.0,271836.5,2047479.7535149525,-0.1306760174505657,low,False
P1v5tLs_TWs,Technology,"Paisa Wasool 5G Phones : Under ₹25,000✅ #shorts",47,8,1,0,0,0.1063829787234042,21,57.0,15,1,106,116989,5739.0,167.0,271836.5,2047479.7535149525,-0.0756283424703809,high,False
57RZVhwVgaQ,Technology,"This Special Redmi Phone Is @ 17,999* ft. Redmi Note 15 SE ⚡️#TrakinShorts",74,13,1,0,0,0.1486486486486486,18,713.0,14,0,133,639842,26338.0,298.0,271836.5,2047479.7535149525,0.1797358432327533,high,False
330mOKIo2Ro,Technology,OnePlus Nord 6 5G Unboxing 🔥 First Look | Best Nord Phone Yet? 😳,64,14,1,1,0,0.171875,0,1078.0,1,0,168,303046,9305.0,96.0,271836.5,2047479.7535149525,0.0152428857703828,high,False
bZaY73ReRxA,Technology,vivo Y400 5G vs realme 16 5G - Best Phone Under 30000? #realme16 #Aiportraitstar#Bestphoneunder30K,98,14,1,1,0,0.0918367346938775,0,242.0,8,0,115,141545,4547.0,175.0,271836.5,2047479.7535149525,-0.0636350614829405,high,False
EqKFXFDkIlc,Technology,"The Best TWS Under ₹5,000!",26,5,1,0,1,0.2307692307692307,15,362.0,6,5,96,207780,5910.0,150.0,271836.5,2047479.7535149525,-0.0312855352488994,high,False
KM-DUdQFsY4,Technology,Top 6 Best Smartphones Under ₹50000 ⚡ April 2026,48,9,1,0,0,0.1041666666666666,19,1933.0,6,1,464,418608,14747.0,987.0,271836.5,2047479.7535149525,0.0716839811226627,high,False
U5Uvwb30h9Q,Technology,New Smartphone By Philips India - Reality Check !,49,9,0,0,1,0.1428571428571428,12,650.0,16,1,593,1477250,38213.0,1662.0,271836.5,2047479.7535149525,0.5887303637218589,viral,False
ap3aofTnBuc,Technology,"RedMagic 11 Air Unboxing & First Look ⚡ SD 8 Elite, 7000mAh, 24,000RPM 🌀 & More",79,16,1,0,0,0.1772151898734177,21,1986.0,7,5,459,630316,15646.0,570.0,271836.5,2047479.7535149525,0.1750832941740159,high,False
Zw-m9c8dWQM,Technology,Ye Hai REAL Ultra Phone ft. OPPO Find X9 Ultra 🤯 #Shorts,56,12,1,0,0,0.2857142857142857,18,552.0,6,1,82,559061,34064.0,436.0,271836.5,2047479.7535149525,0.1402819732438943,high,False
TVWulBS6cmc,Technology,Samsung Galaxy S26 is Underrated? #samsung #android #smartphone,63,8,1,1,0,0.0634920634920634,0,0.0,19,4,34,347883,5796.0,172.0,271836.5,2047479.7535149525,0.0371415150110516,high,False
uPa9ADF1gdE,Technology,STOP! You’re Wasting Your Money! 🛑 Best Phones Under 50000,58,10,1,0,1,0.1896551724137931,20,2209.0,6,3,676,444067,9549.0,1062.0,271836.5,2047479.7535149525,0.0841182921122068,high,False
TnZNbc1nsmc,Technology,120FPS Gaming UFS4.0 | Top 5 Best Smartphones Under 25000 to 30000 in India 2026 | Best Phone 30000,99,19,1,0,0,0.1414141414141414,16,2348.0,14,6,1447,3975,89.0,26.0,271836.5,2047479.7535149525,-0.1308249810725388,low,False
lZnyLJuXkS8,Technology,"Vivo Y11 5G🤡 ₹15,000 #techreview #gadgets",41,6,1,0,0,0.073170731707317,0,0.0,10,4,33,164857,2814.0,165.0,271836.5,2047479.7535149525,-0.0522493567110229,high,False
yamR51dn404,Technology,Sony Xperia 1 VIII - cinema Camera In Your Pocket?😳📸 #sonyxperia1viii #shorts,77,12,1,1,0,0.1298701298701298,0,1536.0,10,4,41,190499,3930.0,66.0,271836.5,2047479.7535149525,-0.039725667548295,high,False
nCExzZn7qOw,Technology,Realme P4x vs Vivo T5x 5G 🔥Best 5G Phone under 20K🥵,51,11,1,0,0,0.1764705882352941,0,131.0,5,4,63,59600,970.0,17.0,271836.5,2047479.7535149525,-0.1036574352618867,medium,False
78TYuPa6l7I,Technology,Sony is Back With A Flagship Phone! 🤯,37,8,0,0,1,0.1621621621621621,24,1252.0,14,3,69,1560544,56835.0,1276.0,271836.5,2047479.7535149525,0.629411596274712,viral,False
tzXRzwT56-0,Technology,OnePlus Nord 6 vs OnePlus 13R: Which One Should You Buy?,56,11,1,1,0,0.1964285714285714,9,437.0,15,2,101,1308804,40055.0,605.0,271836.5,2047479.7535149525,0.5064604415354124,viral,False
5TSaiQVdWIQ,Technology,I Tried this Most Advanced Phone - Google Pixel 10a 🔥,53,11,1,0,0,0.1320754716981132,31,1370.0,14,3,619,324613,6939.0,485.0,271836.5,2047479.7535149525,0.0257763232624876,high,False
LI3tQHJFn6Y,Beauty,4-step Indian korean glass skincare tips ✨🇮🇳 #indianskincare #skincare #koreanglassskin,87,10,1,0,0,0.0114942528735632,0,0.0,8,5,23,1409,0.0,0.0,109801.0,1458206.9451093215,-0.0743323849632836,low,False
SImvCTEsiGE,Beauty,"The Only Makeup Tutorial You Need for 2026: Natural, Soft & Simple",66,12,1,0,0,0.1363636363636363,17,1219.0,14,0,349,78244,1865.0,65.0,109801.0,1458206.9451093215,-0.0216409612543946,medium,False
Ke0Y3LklWfI,Beauty,Summer Makeup That Won’t Melt (Using Bare Minimum Products),59,9,0,0,0,0.1525423728813559,18,2379.0,11,6,436,170843,3577.0,160.0,109801.0,1458206.9451093215,0.0418609993627644,high,False
3NVw38JorLg,Beauty,Best ways to remove facial hair naturally at home #makeoverbyanita002 #skincare #facialtreatment l,98,13,1,0,0,0.010204081632653,0,1443.0,8,0,30,11021,80.0,0.0,109801.0,1458206.9451093215,-0.0677407279750642,medium,False
4qFACXBaKCI,Beauty,✨🔥STEP BY STEP Skincare Routine For Beginners _ ഈ 5 steps അറിയാതെ skincare ചെയ്യരുത്,84,14,1,0,0,0.1666666666666666,16,1172.0,13,2,1020,226750,6906.0,872.0,109801.0,1458206.9451093215,0.0802005506778273,high,False
DCeuoD0R6QQ,Beauty,Lakme Makeup for Beginners | Lakme Lumi Cream Makeup Tutorial | Easy Daily Look 💄,81,15,0,0,0,0.1358024691358024,18,4726.0,17,2,1372,2599,61.0,7.0,109801.0,1458206.9451093215,-0.0735163142375261,low,False
jWwK7DLPP0o,Beauty,POV: You’re Late… But Still Need to Look Presentable ✨#grwm #eid #makeup #ramshasultan,86,13,0,0,0,0.1162790697674418,26,2088.0,14,4,101,173960,4696.0,200.0,109801.0,1458206.9451093215,0.0439985560452738,high,False
jROrIB88Zko,Beauty,Pro makeup Artist Teaches Timeless Bridal Makeup Look “NO Gatekeeping”,70,10,0,0,0,0.1428571428571428,8,4206.0,13,5,5311,149575,6267.0,506.0,109801.0,1458206.9451093215,0.0272759639044361,high,False
gBcud_GCbM4,Beauty,✨Step By Step Makeup Tutorial In Malayalam _ How to apply makeup correctly for Begginers,88,15,0,0,0,0.1022727272727272,0,2769.0,13,5,1087,42140,962.0,158.0,109801.0,1458206.9451093215,-0.0464001356096459,medium,False
1kb1maWEmj8,Beauty,Brown Makeup Tutorial! #grwm,28,4,0,0,1,0.1071428571428571,16,463.0,8,4,1134,298646,5404.0,659.0,109801.0,1458206.9451093215,0.1295049379879632,high,False
mNUW8mHcLxM,Beauty,This nude shade💄 deserves a spot in your makeup bag 👜 #lipsticktutorial,71,12,0,0,0,0.0140845070422535,20,1455.0,15,0,25,1059,10.0,0.0,109801.0,1458206.9451093215,-0.074572405764977,low,False
5331wk6iUn8,Beauty,Douyin Makeup Tutorial on Indian Face | Step-by-Step Soft Glam + Outfit Look ,77,13,0,0,0,0.1428571428571428,0,970.0,12,5,783,230336,9179.0,256.0,109801.0,1458206.9451093215,0.0826597352346058,high,False
0mGUnZFDt9A,Beauty,Get Ready With Me (GRWM) 💄 | Simple Step-by-Step Makeup for Beginners | Divya Vlogs ❤️,86,16,0,0,0,0.1744186046511628,23,1397.0,13,2,2181,151086,2053.0,153.0,109801.0,1458206.9451093215,0.0283121679940324,high,False
-sx-0bAfp14,Beauty,Bollywood's Makeup Legend on The Biggest Mistakes Indian Women Make | Masoom Minawala | Mickey,94,15,0,0,0,0.1276595744680851,21,3589.0,12,1,4312,260387,3279.0,271.0,109801.0,1458206.9451093215,0.1032679212679998,high,False
a-o-Pvkk3RE,Beauty,THIS is the makeup that will have people complimenting your skin. #sephora #sale,80,13,0,0,0,0.05,0,0.0,16,5,86,528508,15898.0,296.0,109801.0,1458206.9451093215,0.2871382566132336,high,False
b0qTq-bjtUQ,Beauty,The power of makeup 💄💋 #makeup #beuty #shortsfeed #shorts #viral #usa#korean,76,11,0,0,0,0.0131578947368421,6,964.0,3,3,61,22649,687.0,5.0,109801.0,1458206.9451093215,-0.0597665511690908,medium,False
9Sl9t_nUwDc,Beauty,Bridal Makeup Tutorial Step by Step 💄Indian Bridal Makeup for Beginners | #ytshorts #youtubeshorts,98,14,0,0,0,0.0918367346938775,0,630.0,3,1,69,6788002,63027.0,91.0,109801.0,1458206.9451093215,4.579734736827313,viral,False
qRX6G6A9fqQ,Beauty,Ancient Indian Summer Glow Ritual | 7 Ayurvedic Secrets for No Makeup Skin,74,13,1,0,0,0.1351351351351351,22,2862.0,1,0,751,302960,8218.0,422.0,109801.0,1458206.9451093215,0.1324633658122639,high,False
25XNQWVS91E,Beauty,Traditional Makeup Look Under Budget😁✨️ #brown #makeup #makeuptutorial,70,8,0,0,0,0.0714285714285714,6,1015.0,4,0,69,3164,101.0,3.0,109801.0,1458206.9451093215,-0.0731288520862211,low,False
-7bMm2-vmZ8,Beauty,Credit- pratikmakeupartist | makeup tutorial step by step with products #shorts #makeup #makeover,97,13,0,0,0,0.0103092783505154,15,4649.0,14,2,60,2952740,0.0,76.0,109801.0,1458206.9451093215,1.9496128512725368,viral,False
GtE5JNH_a3o,Beauty,After makeup skincare ✨️ #skincare #skincareroutine #summer #makeup #remove #shorts #viral #india,97,12,0,0,0,0.0103092783505154,0,0.0,12,5,44,1433,12.0,2.0,109801.0,1458206.9451093215,-0.0743159263940247,low,False
pWE7Czq3k7Q,Beauty,Perfect Brown Lipcombo✨🤎 #brown #makeup #lips,45,6,0,0,0,0.0666666666666666,5,968.0,4,3,32,137757,1902.0,9.0,109801.0,1458206.9451093215,0.0191714900918292,high,False
JbVYACIL7UI,Beauty,By- harshvishah24 | neutral glam bridal makeup tutorial with products #shorts #makeup #bridalmakeup,99,13,1,0,0,0.0101010101010101,0,4646.0,7,1,26,115274,0.0,2.0,109801.0,1458206.9451093215,0.0037532395647654,high,False
ShNvp_YHKEs,Beauty,Trying viral blush✨#trendingshorts #makeup #beauty #viral #glowskin #makeuptutorial #skincare #blush,100,10,0,0,0,0.01,0,2226.0,2,4,10,1702,8.0,0.0,109801.0,1458206.9451093215,-0.0741314532635803,low,False
9BBjREuKr7I,Beauty,3 Coconut Oil Skin Whitening Hacks for Clear & Glowing Skin,59,11,1,0,0,0.135593220338983,13,1267.0,6,4,65,255578,7280.0,134.0,109801.0,1458206.9451093215,0.0999700354527327,high,False
5_ZbNeS_idY,Beauty,I BOUGHT A FULL MAKEUP ROUTINE FROM FACEBOOK MARKETPLACE,56,9,0,0,0,0.8571428571428571,35,703.0,20,4,1679,1395773,34802.0,854.0,109801.0,1458206.9451093215,0.8818858011292703,viral,False
-_vO-6fKRuc,Beauty,Skin Care Tips For Glowing Skin ✨ #skincare #aishorts #beautytips,65,10,0,0,0,0.0923076923076923,18,175.0,12,1,25,26648,397.0,2.0,109801.0,1458206.9451093215,-0.0570241420663142,medium,False
G6GpH9eulbM,Beauty,Get effortlessly ready ✨ #trend #skincare #foryou #makeup #grwm #indian #indianwear,83,11,0,0,0,0.0120481927710843,0,0.0,16,0,58,1965,56.0,3.0,109801.0,1458206.9451093215,-0.0739510947754507,low,False
1oD6oHrzkxw,Beauty,How to do skincare for teens & beginners,40,8,0,0,0,0.025,0,871.0,5,3,58,438496,16625.0,502.0,109801.0,1458206.9451093215,0.2254103926074482,high,False
n-KAIqVu620,Beauty,how to use the viral COLOUR CORRECTOR palette 🎨 #makeup #viral #affordable #tuitorial,85,13,0,0,0,0.1764705882352941,4,338.0,5,6,61,911,13.0,0.0,109801.0,1458206.9451093215,-0.0746739002754074,low,False
-truF0228lI,Beauty,😱Stop Doing Skincare Wrong ❌ Try This Beauty Hack #skincare #makeup #shortsfeed #viralvideo #shorts,99,14,0,0,0,0.0808080808080808,24,1149.0,14,4,12,17961,0.0,45.0,109801.0,1458206.9451093215,-0.062981458364344,medium,False
u_bs6bBjJNw,Beauty,Alexandra Leclerc On The Affordable Mascara She'll Never Stop Using | Vogue Australia,85,13,0,0,0,0.1411764705882353,16,1200.0,21,4,22,302226,8256.0,32.0,109801.0,1458206.9451093215,0.1319600079024269,high,False
Fm5R8IYv0jQ,Beauty,Breaking out Stop guessing.Wrong skincare + wrong face yoga #acnetips  #acnescars #houseofbeautyindi,100,12,0,0,0,0.03,35,710.0,4,4,15,24224,297.0,4.0,109801.0,1458206.9451093215,-0.0586864575614706,medium,False
BVxYw-Ti7XI,Beauty,Instant Acne Calm Hack🤯✨#acne #beautyhacks #remedy #fypシ #shorts,64,8,0,0,0,0.0625,14,1228.0,14,0,19,6321687,0.0,221.0,109801.0,1458206.9451093215,4.259948164994026,viral,False
i5Q9_w5e_s4,Beauty,Glass glowing skin #shorts GlassSkinGlow #MakeupRoutine #IndianMakeup,69,7,0,0,0,0.1159420289855072,0,95.0,5,3,53,31937,1519.0,9.0,109801.0,1458206.9451093215,-0.0533970848658676,medium,False
kYhuALUsw5E,Beauty,The power of makeup 💄😮 #makeup #beauty #beautyhacks #reels #viral #makeuptutorial #usa,86,12,0,0,0,0.0116279069767441,5,960.0,15,0,61,27097,1288.0,3.0,109801.0,1458206.9451093215,-0.0567162296664275,medium,False
IyjczBYPHVs,Beauty,5 MINUTE FACE OF MAKEUP because you asked for it!  #makeuptutorial #easymakeup,78,12,1,0,1,0.2307692307692307,0,94.0,3,1,173,695448,37863.0,1353.0,109801.0,1458206.9451093215,0.4016213212837867,high,False
OoFpvd1WQxY,Beauty,😱Stop Doing Skincare Wrong ❌ Try This Beauty Hack #skincare #makeup #shortsfeed #viralvideo #shorts,99,14,0,0,0,0.0808080808080808,26,2051.0,16,2,8,58552,0.0,66.0,109801.0,1458206.9451093215,-0.0351452173313835,medium,False
hfiPaxHq7W4,Beauty,Korean Lips on Indian Skin #lipstick   #makeup #korean  #viral #skincare #beauty,80,11,0,0,0,0.05,19,81.0,13,0,9,4360,17.0,5.0,109801.0,1458206.9451093215,-0.0723086667181489,low,False
-QEfLVqHJPw,Beauty,Dream Glow Up ✨ #aesthetic #cloudyaesthetic #korean #glowup #tips #skincare #beauty,83,11,0,0,0,0.036144578313253,0,0.0,8,5,23,239927,9284.0,15.0,109801.0,1458206.9451093215,0.0892369909747237,high,False
gj0fecI35Yc,Beauty,Why POPULAR INDIAN MAKEUP Looks UGLY on OLIVE SKIN 🥲💄,53,10,0,0,0,0.6415094339622641,0,0.0,7,2,39,104328,2336.0,58.0,109801.0,1458206.9451093215,-0.0037532395647654,high,False
fz8Oi3oJfsk,Beauty,By- haripriyamakeupartist | south indian bridal makeup look #shorts #makeup #bridal #makeover #glam,99,13,0,0,0,0.0101010101010101,19,4654.0,13,2,16,42450,0.0,3.0,109801.0,1458206.9451093215,-0.0461875457567174,medium,False
wWyhVdJt6jA,Beauty,It’s NOT your FACEWASH… you’re doing THIS wrong 😳 #shorts #facewashingroutine,77,11,0,0,0,0.2077922077922078,0,557.0,14,1,23,2112038,16751.0,167.0,109801.0,1458206.9451093215,1.3730815140575896,viral,False
ZE1hpY8EV9M,Beauty,This is a gem😍 koi aaye put of india se to mnga lena😍 #skintint,63,14,0,0,0,0.0158730158730158,0,0.0,18,2,40,39702,1208.0,24.0,109801.0,1458206.9451093215,-0.0480720519368701,medium,False
XdDLS6AOa7A,Beauty,everyday simple and affordable makeup #shorts #BeautyWithPriyaTips #ytshorts,76,8,0,0,0,0.0526315789473684,0,34.0,8,5,58,1692529,7440.0,17.0,109801.0,1458206.9451093215,1.0853932669216186,viral,False
AbsL70fpz7U,Beauty,Korean Lips on Indian Skin #lipstick   #makeup #korean  #viral #skincare #beauty,80,11,0,0,0,0.05,19,80.0,13,6,10,1158,9.0,0.0,109801.0,1458206.9451093215,-0.0745045141667838,low,False
rw-ifGjVofs,Beauty,Desi glam makeup tutorials ✨🌸💄#makeup #indian #makeup #beauty #lipistic #desi #grwm #shorts #youtube,100,13,0,0,0,0.01,0,0.0,11,0,45,1070,14.0,1.0,109801.0,1458206.9451093215,-0.0745648622540667,low,False
egAfkcnRPOU,Beauty,Try This Blush Under Foundation Trick for Natural Glow✨#makeup #beauty #hack #shorts #tips #blush,97,14,0,0,0,0.0824742268041237,0,1778.0,17,5,23,1452,10.0,1.0,109801.0,1458206.9451093215,-0.0743028966933613,low,False
1sbvKE83Sgc,Beauty,Swiss beauty glow up makeup fixer #shorts,41,7,0,0,0,0.024390243902439,0,41.0,12,3,9,3341611,0.0,25.0,109801.0,1458206.9451093215,2.216290363201988,viral,False
5P7tAN8F8TY,Beauty,Hack by- beauty__by_archana__ | Easy powder sindoor makeup hack #shorts #sindoor #bridal #dulhan,96,13,0,0,0,0.0208333333333333,20,4650.0,9,5,33,2970248,0.0,26.0,109801.0,1458206.9451093215,1.9616193775469588,viral,False
AX5ep9H3v1s,Fitness,5 health poses for spine and mobilisation level #motivation #gym #yoga #shorts #viral #video,92,14,1,0,0,0.0,0,0.0,14,0,14,580300,3752.0,33.0,34161.0,1157802.153867799,0.4717032164567553,high,False
hFQzUnVMOWA,Fitness,Follow Along Indian Clubs  #RudraVed #indian clubs #homeworkout #yoga #workout #mudgar #mugdar ,95,12,0,0,0,0.0631578947368421,27,719.0,12,0,625,123,2.0,0.0,34161.0,1157802.153867799,-0.0293988052158059,low,False
kE8V01YAEzw,Fitness,Challenge Accepted🔥🇮🇳💪🏻 #fitness #challenge #motivation #yoga #gym #ytshorts #shorts #india #yt,95,11,0,0,0,0.0210526315789473,9,0.0,14,0,11,1258,0.0,0.0,34161.0,1157802.153867799,-0.0284184995597762,low,False
zkU1uOZU-7s,Fitness,Kamar dard (back pain) #yoga #yogi #uk #usa #india #rishikeah #video #viral #fit #gym,85,14,0,0,0,0.0117647058823529,0,0.0,15,4,21,20362,267.0,2.0,34161.0,1157802.153867799,-0.0119182711432195,medium,False
r8YJKIckP-E,Fitness,Burn 1000 Calories ZUMBA | Intense Fat Loss Workout || Govind || Mayuri Dance & Fitness Acadmey |,97,18,1,0,0,0.1649484536082474,24,855.0,13,4,1159,1102426,17101.0,243.0,34161.0,1157802.153867799,0.9226662745714476,viral,False
5QOZnkYYgIw,Fitness,Bollywood Party Song Zumba || Niteesh || Mayuri Dance & Fitness Academy ||,74,13,0,0,0,0.1216216216216216,24,814.0,12,3,1036,319142,3017.0,23.0,34161.0,1157802.153867799,0.2461396353841468,high,False
UJXb6jdJ2ig,Fitness,🔥 Full Body Workout at Home part 4 💪 | #Chest #Abs #Arms #Back #Workout #fullbodyworkout #trending,98,17,1,0,0,0.0918367346938775,0,4786.0,12,0,5,7853,49.0,0.0,34161.0,1157802.153867799,-0.022722362289718,low,False
GWzF5fac8ak,Fitness,25Mins Bollywood Tadka Mix Belly Workout,40,6,1,0,0,0.15,0,0.0,13,5,1656,301285,4151.0,97.0,34161.0,1157802.153867799,0.2307164476310871,high,False
oDlIAvB69cg,Fitness,Mugdar Workout (Indian Clubs)#mudgar #mugdar #RudraVed #homeworkout #yoga #workout #indianclubs,95,10,0,0,0,0.0631578947368421,24,686.0,12,1,550,119,2.0,0.0,34161.0,1157802.153867799,-0.0294022600375011,low,False
